created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Oct 05 00:51:33 +0000 2023;1709733024676356374;"Even streamer kaya kabe aja kena saweran judi online dan bagusnya duitnya dijadiin daget, jadi sebenernya ini beneran settingan atau gimana dah? Mungkin ini kearah seberapa banyak duitnya yang dikasih kali ya";0;1;0;0;in;1445718253070733326;1709733024676356374;pausterdampart;https://twitter.com/pausterdampart/status/1709733024676356374
Thu Oct 05 00:51:11 +0000 2023;1709732934645608559;"Hanabi188 Situs Judi Slot Online Terpercaya hadir dengan deposit receh mulai dari dana 5000 rupiah dan banyak promo menarik yang menguntungkan kalian semua.  #hanabi188 #slotonline #hanabi138 #slothanabi188 #infoslotgacor #gacor #bocoranslot #slothanabi #viral #slotgacor #MAXWIN https://t.co/9B8LSRMH4C";0;0;0;0;in;1665666903149518849;1709732934645608559;Hanabi188ofc;https://twitter.com/Hanabi188ofc/status/1709732934645608559
Thu Oct 05 00:51:09 +0000 2023;1709732927607582855;"Hanabi188 Situs Judi Slot Online Terpercaya hadir dengan deposit receh mulai dari dana 5000 rupiah dan banyak promo menarik yang menguntungkan kalian semua.  #hanabi188 #slotonline #hanabi138 #slothanabi188 #infoslotgacor #gacor #bocoranslot #slothanabi #viral #slotgacor #MAXWIN https://t.co/etwA0IyLP1";0;0;0;0;in;1665666903149518849;1709732927607582855;Hanabi188ofc;https://twitter.com/Hanabi188ofc/status/1709732927607582855
Thu Oct 05 00:50:03 +0000 2023;1709732647428080099;"@ReenTis_ Otak ku hrs kembali nih bnyk sharing lg sm para suhu yg udh pengalaman  🤣 lemot gara2 sempet kena virus judi online sm game nih otak";0;0;0;0;in;1411822112357031938;1709716479153717740;faridhcrb;https://twitter.com/faridhcrb/status/1709732647428080099
Thu Oct 05 00:50:02 +0000 2023;1709732646379454644;"@PartaiSocmed @DivHumas_Polri @CCICPolri Ga berani sepik up atau minimal klarifikasi dari pihak penyedia layanan judi online gini bg? @Winlive4d_";0;1;0;0;in;209989652;1709440313360850956;fachrulrezya;https://twitter.com/fachrulrezya/status/1709732646379454644
Thu Oct 05 00:48:57 +0000 2023;1709732370633331012;"Macan168 Situs Judi Slot Online 2023 Web : https://t.co/6ViBozGxhW Situs RTP Live Slot Gacor #slot #slotonline #slotgacor #macan168 #pragmatic #colosal #BarnFestival #littlegem #shininghot100 #GorillaMayhem #Muertos #pgsoft #Mysticalspirit https://t.co/VHE1FyizTQ";0;0;0;0;en;1655088972950032384;1709732370633331012;mmacan168;https://twitter.com/mmacan168/status/1709732370633331012
Thu Oct 05 00:48:51 +0000 2023;1709732345165574405;"@Athrn30 @halusinasisasi @joesvult @Krpko @deduktifid Lah.. Streamer gaming seperti yang disebutkan di atas udah ada deal-deal-an dengan pihak situs judi online kali. Lihat aja respon para streamer tsb ketika disawer–responnya sama semua.";0;0;0;1;in;1605838365693075456;1640369935217233923;AlbabElIbrahim;https://twitter.com/AlbabElIbrahim/status/1709732345165574405
Thu Oct 05 00:47:36 +0000 2023;1709732030877962735;"@susipudjiastuti Bahagia mendengar ibu bicara soal judi online... Biarpun kami menangis mintak situs judi online itu dimusnahkan... Hingga mati kamipun blum tentu didengar pejabat pemerintahan yg keparat itu...";0;0;0;0;in;1617441230333571073;1709456106039500987;rudi_custro;https://twitter.com/rudi_custro/status/1709732030877962735
Thu Oct 05 00:44:04 +0000 2023;1709731144390803515;"@PartaiSocmed Kasihan ya orang orang bodoh yg demen judi online";0;0;0;0;in;1372932336006787072;1709567340944506919;fort1sfortvna;https://twitter.com/fort1sfortvna/status/1709731144390803515
Thu Oct 05 00:43:37 +0000 2023;1709731028414112168;"Hapus Akun Promot Judi Online di X/Twitter - Tandatangani Petisi! https://t.co/FPV0dhmUgy lewat @ChangeOrg_ID";0;0;1;0;in;1571865142547320832;1709731028414112168;JoeGorbacev;https://twitter.com/JoeGorbacev/status/1709731028414112168
Thu Oct 05 00:43:32 +0000 2023;1709731009627824380;"@GemaShowIndo Yang lebih parah lagi adalah target mereka itu bocil yang belom tau apa apa tentang konsep judi itu sendiri. Ini berarti judi online itu secara sadar mau menanamkan mentalitas penjudi sejak dini.";0;0;0;0;in;4671139615;1709569215278227550;g_wicakrpz;https://twitter.com/g_wicakrpz/status/1709731009627824380
Thu Oct 05 00:42:59 +0000 2023;1709730869672341997;"@celzy_g @PartaiSocmed ati ati ntar yg turun dajjal lu jdi follower trus lu bela mati matian walaupun yg d lakuin jelas jelas salah,  lu itu masuk d 2 kategori, 1. bocil follower yg cuma maunya idolnya bener terus, 2. lu maen judi online jga";0;0;0;2;in;1565586548;1709616734523863191;Radyan_Rizky;https://twitter.com/Radyan_Rizky/status/1709730869672341997
Thu Oct 05 00:42:15 +0000 2023;1709730687878586655;"@Bebque__ Galfoks sm yg ijo";0;0;0;0;in;1411822112357031938;1709720961627328766;faridhcrb;https://twitter.com/faridhcrb/status/1709730687878586655
Thu Oct 05 00:42:13 +0000 2023;1709730678953202049;"@deduktifid Duitnya gak berkah bos dosa makan dr endorse judi online @DennyCagur @GilangDirga @BoyWilliamTeams @ARILASSO_INFO";0;0;0;0;in;1497448195906965507;1640369935217233923;hematdayaa;https://twitter.com/hematdayaa/status/1709730678953202049
Thu Oct 05 00:41:44 +0000 2023;1709730556982726785;"@ReenTis_ 🏃💨💨💨 nanti nunggu dana cuan fokus beli server.  Soalnya server jg bs di jual belikan isinya.  Ada untung nya tp ad batas waktunya kalau cuman sewa. 1-2 thn";0;0;0;1;in;1411822112357031938;1709715872749920358;faridhcrb;https://twitter.com/faridhcrb/status/1709730556982726785
Thu Oct 05 00:40:19 +0000 2023;1709730201532280973;"@ReenTis_ Bom bom";0;0;0;1;pt;1411822112357031938;1709715872749920358;faridhcrb;https://twitter.com/faridhcrb/status/1709730201532280973
Thu Oct 05 00:39:47 +0000 2023;1709730066681212978;"@zayena999 🏃💨💨💨💨  Otw otw";0;0;0;0;pl;1411822112357031938;1709721199675084977;faridhcrb;https://twitter.com/faridhcrb/status/1709730066681212978
Thu Oct 05 00:37:25 +0000 2023;1709729470804877374;"@christoper101 @irwndfrry jujur gw tau nama2 situs judi online dr mereka2., walaupun gapernah penasaran kepikiran sekalipun ya buat nyobain kesana";0;0;0;0;in;1641402719868182530;1709145883412173265;bintangak22;https://twitter.com/bintangak22/status/1709729470804877374
Thu Oct 05 00:36:44 +0000 2023;1709729297974411627;"PPATK: Transaksi Judi Online Sepanjang 2023 Capai Rp160 Triliun https://t.co/F2dNFzA8Ue";0;3;4;7;in;17128975;1709729297974411627;CNNIndonesia;https://twitter.com/CNNIndonesia/status/1709729297974411627
Thu Oct 05 00:36:40 +0000 2023;1709729279724953621;"@arens_FS @AzzamIzzulhaq @susipudjiastuti Bisa jadi krn judi, prostitusi, pinjaman serba online SANGAT² MASIF seperti ada yg memfasilitasi sehingga bisa tanpa batasan²";0;0;0;0;in;1218021093748830208;1709456106039500987;Whiteshadow211;https://twitter.com/Whiteshadow211/status/1709729279724953621
Thu Oct 05 00:36:13 +0000 2023;1709729166910759392;"@susipudjiastuti Karena judi online cuannya banyak";0;0;0;0;in;1358840834834112513;1709456106039500987;RaketMr;https://twitter.com/RaketMr/status/1709729166910759392
Thu Oct 05 00:35:11 +0000 2023;1709728905727299635;"@NarasiNewsroom Blokir judi online buruan";0;0;0;0;in;60551045;1709413652837924946;rio_son_of_odin;https://twitter.com/rio_son_of_odin/status/1709728905727299635
Thu Oct 05 00:34:56 +0000 2023;1709728843445989760;"@susipudjiastuti Di +62 itu masih banyak yg pengen hidup mewah Bu, jadi situs2 judi online yg ada yg di bandari juga warga +62 jadi ya kayaknya di lindungi hak asasi Bu 🤭🤭🤭🤭";0;0;0;0;in;1561396371038412807;1709456106039500987;Jhon94230891;https://twitter.com/Jhon94230891/status/1709728843445989760
Thu Oct 05 00:34:55 +0000 2023;1709728842309374227;"Lagi rame mengenai yang promo judi online dgn cara : - nyebutin slogannya - nunjukin visual/logo/address - dan bnyak trnsformasi laennya  Dan disatu sisi, Indonesia ini udah darurat judi online. Duit lari keluar dan daya beli masyarakat utk local-market pun terdampak..";0;1;0;0;in;58115503;1709728842309374227;mrezaa08;https://twitter.com/mrezaa08/status/1709728842309374227
Thu Oct 05 00:34:39 +0000 2023;1709728774667788659;"Rang Orang Ribut2 Judi Online.... Macem apa siyyy.... . Woyyy Kasih Pencerah donkkk....";0;0;0;0;in;174453386;1709728774667788659;Na_T1N4;https://twitter.com/Na_T1N4/status/1709728774667788659
Thu Oct 05 00:34:12 +0000 2023;1709728661157392828;"@moonpororo835 @TaufikRmdhnnn12 @mizurionn @PartaiSocmed @CCICPolri @PPATK Coba lu tonton videonya Mas Ferry Irwandi di channel YouTube-nya yang tentang judi online. Kalau setelah lu tonton ternyata jalan pikiran belum sampai, lebih baik otak lu dijual aja ke Warung Makan Padang.";0;0;0;0;in;1605838365693075456;1709515984539889812;AlbabElIbrahim;https://twitter.com/AlbabElIbrahim/status/1709728661157392828
Thu Oct 05 00:33:10 +0000 2023;1709728399558684995;"@zayena999 G kebalik  Km jg hrs d selamatkan  🏃💨💨💨💨💨💨";0;1;0;0;in;1411822112357031938;1709721199675084977;faridhcrb;https://twitter.com/faridhcrb/status/1709728399558684995
Thu Oct 05 00:32:29 +0000 2023;1709728226954678715;"Setuju sih.  Farid masih terus belajar dn berlatih mengendalikan emosi serta lebih d cerna dulu segala informasinya.  Kalau lg lempeng enak kita baca jg mudah d fahami.  👇 🫣 suka baca tweet² seperti coach jg dpt menambah kosa kata d otak sy.  Bismillah Menkominfo 🏃💨💨💨";0;1;0;2;in;1411822112357031938;1709728226954678715;faridhcrb;https://twitter.com/faridhcrb/status/1709728226954678715
Thu Oct 05 00:31:21 +0000 2023;1709727942186512681;"Padahal yg 'untung' dari judi online jelas2 ngerugiin negara karna kan mereka pasti cuci uang dan ga bayar pajak.  Saya sih bukan penasaran, tapi sebel.";0;0;0;0;in;72276565;1709727942186512681;ninitpotterhead;https://twitter.com/ninitpotterhead/status/1709727942186512681
Thu Oct 05 00:27:55 +0000 2023;1709727078277370221;"JUDI ONLINE TERBAIK HANYA DI CAKRABOLA  Daftar Dan Bermain Dapatkan Jackpot Di Link https://t.co/4iqcsZdong Menang Kan Hadiah Jutaan Rupiah Hingga Puluhan Juta Ruipah Dengan Minimal Deposit 10 Ribu Dan Dapatkan Kemenangan Yang BEsar https://t.co/9GjiR93ytv";0;0;0;0;in;1659803351683592192;1709727078277370221;Cakrabola1;https://twitter.com/Cakrabola1/status/1709727078277370221
Thu Oct 05 00:27:47 +0000 2023;1709727046241304982;"😅👇 intinya pemda malu sih.viralnya se indonesia.  Betul kata ibu. Mun era mundur  Ulah setengah setengah.";0;0;0;0;in;1411822112357031938;1709727046241304982;faridhcrb;https://twitter.com/faridhcrb/status/1709727046241304982
Thu Oct 05 00:26:37 +0000 2023;1709726753638252545;"@celzy_g @PartaiSocmed Sebuah kesalahan lu nantang @PartaiSocmed , mending putar balik deh cil, asli, lu udah di pihak yang salah, lu ga bisa menyangkal kalau junjungan lo PROMOSI JUDI ONLINE, dasar hukumnya jelas judi DILARANG di indonesia, apapun itu, lah junjungan lo malah PROMOSI🤣";0;1;0;1;in;1633070599282253825;1709616734523863191;SigmaMale1917;https://twitter.com/SigmaMale1917/status/1709726753638252545
Thu Oct 05 00:26:35 +0000 2023;1709726745484484894;"@Whiteshadow211 @AzzamIzzulhaq @susipudjiastuti Apakah salah satu bentuk konspirasi baru lg? Seperti angkatan generasi 70-80 yg katanya dibombardir dengan drugs krn dianggap itu akan jd generasi emas indonesia. Skrg generasi yg katanya diproyeksi jd emas jg di 2045 dibombardir dengan judi online.🤔🤔";0;1;0;1;in;955323794;1709456106039500987;arens_FS;https://twitter.com/arens_FS/status/1709726745484484894
Thu Oct 05 00:25:34 +0000 2023;1709726488763756717;"@gibranabdullah_ @susipudjiastuti Itu mh cuma sebagian kecil pelaku din,, kalo menurut gue ya blokir situs² judi online itu. Kalo situs nya diblokir mo yang di Glodok di mangga besar atau dimana pun ya ga bisa ngakses.";0;1;0;0;in;1084569967394095104;1709456106039500987;_bangagoengDuA;https://twitter.com/_bangagoengDuA/status/1709726488763756717
Thu Oct 05 00:25:14 +0000 2023;1709726404219159039;"Alibababet Adalah Situs Judi Online Terpercaya Yang Sudah Berlisensi Resmi  ✅ Bonus 100% Member Baru DEPOSIT IDR 25.000 DAPAT IDR 50.000  🟢 Ada Info RTP Slot Gacor Setiap Hari  📲 Whatsapp Resmi = 0812-2753-5790 🌐 Link Situs = Ketik Di Google "Alibababet"  #alibababet https://t.co/LmGBCxGdpa";0;0;0;0;in;1473818084695625735;1709726404219159039;ALIBABABETRESMI;https://twitter.com/ALIBABABETRESMI/status/1709726404219159039
Thu Oct 05 00:25:11 +0000 2023;1709726393032946135;"Trik menjerat orang ke judi online";0;0;0;0;in;1160926253265764353;1709726393032946135;MatchaLee03;https://twitter.com/MatchaLee03/status/1709726393032946135
Thu Oct 05 00:24:49 +0000 2023;1709726298434629834;"@ReenTis_ @el_risol023 Iya ntaran aj kalau ad peluang   D kasih duit sm 3 capres jg gw terima dah.  Urusan nyoblos y ntaran aja";0;0;0;1;in;1411822112357031938;1709716479153717740;faridhcrb;https://twitter.com/faridhcrb/status/1709726298434629834
Thu Oct 05 00:24:43 +0000 2023;1709726272404754450;"@mihrabku @DivHumas_Polri @ListyoSigitP Judi kartu di kampung pakai ratusan ribu digrebek,giliran online milyaran dibiarkan.....:(((";0;0;0;0;in;1588177931079413761;1709359252111048991;DaruSetiawan13;https://twitter.com/DaruSetiawan13/status/1709726272404754450
Thu Oct 05 00:24:36 +0000 2023;1709726243623505997;""terbiasa menjadi kebiasaan itu berbahaya" Kebiasaan nya baik amal sholah 5 waktu berbuat baik kepada lainnya itu rapopo Kebiasaan buruk judi online narkoba mafia tanah dan lain-lain itu nerakaaaa jahanam paling bahaya,";0;0;0;0;in;1703021121556361216;1709726243623505997;anonherp6;https://twitter.com/anonherp6/status/1709726243623505997
Thu Oct 05 00:24:25 +0000 2023;1709726200212471936;"Kumpulan Situs Infini88 adalah bandar situs slot Infini88 Resmi yang terpercaya sejak 2014 menyediakan layanan situs judi slot gacor online dengan Kemenangan Tertinggi. kumpulan infini88 https://t.co/WFjwgMtnFK";0;0;0;0;in;1489019474636386308;1709726200212471936;TimRobi79160844;https://twitter.com/TimRobi79160844/status/1709726200212471936
Thu Oct 05 00:24:02 +0000 2023;1709726102279614633;"@ReenTis_ Yups.  Kerjasama team";0;1;0;1;in;1411822112357031938;1709716479153717740;faridhcrb;https://twitter.com/faridhcrb/status/1709726102279614633
Thu Oct 05 00:22:37 +0000 2023;1709725747353391299;"@susipudjiastuti wkwkkw angel mbk sus angeell..selama yg buat aturan masih jd beking judi online 😅";0;0;0;0;in;1574280178754211841;1709456106039500987;endelz5;https://twitter.com/endelz5/status/1709725747353391299
Thu Oct 05 00:20:59 +0000 2023;1709725335070159279;"Sebenernya kenapa sih judi online gak boleh? Haram? Kalo dia gak beragama?  Kenapa kalian gak peduli tai sama yg kayak ginian?";0;0;0;0;in;98381128;1709725335070159279;bacips;https://twitter.com/bacips/status/1709725335070159279
Thu Oct 05 00:20:27 +0000 2023;1709725201376641410;"Agendarattogel Adalah Bandar Judi Togel Online Berlisensi Resmi  ✅ Bonus 20% Member Baru LANGSUNG DAPAT DIAWAL  ✅ Bonus Deposit Harian Setiap Deposit Dapat Bonus  📲 Whatsapp Resmi = 0818-0225-6155 🌐 Link Situs = Ketik Di Google "Agendarattogel"  #agendarattogel https://t.co/vOmr4eyKxC";0;0;0;0;in;1591632584718815232;1709725201376641410;Agendaratresmi;https://twitter.com/Agendaratresmi/status/1709725201376641410
Thu Oct 05 00:20:26 +0000 2023;1709725196251226271;"@AAnugran @BENUP0KE @ApipBruno @GoatGabriella @PartaiSocmed Orang yang beropini karena fanatik ke suatu kelompok emng pantes ditolol -tololin, landasan argumentasinya berdasarkan apa yang disukai emng pantes di goblok goblokin, apalagi yang dibela mempromosikan judi online, orang tolol dibela sama orang tolol";0;0;0;0;in;1622719536859615232;1709616734523863191;nerdpinkman;https://twitter.com/nerdpinkman/status/1709725196251226271
Thu Oct 05 00:18:23 +0000 2023;1709724680553201966;"@ReenTis_ @el_risol023 Monggo kalau umkm mau pilihan nya kesana.  Yo kalau aku ntar dlu dah.  Blm fokus ke copras capres.  Paling gerakan sosial yg kudorong terus perihal judi online.  Bantu² UMKM skrg yg aku join markelarin barang mereka.";0;1;0;2;in;1411822112357031938;1709716479153717740;faridhcrb;https://twitter.com/faridhcrb/status/1709724680553201966
Thu Oct 05 00:17:26 +0000 2023;1709724439657558285;"@satriohendri masih banyakan duit judi online";0;0;0;0;in;2588376866;1709484738946510858;amiajh;https://twitter.com/amiajh/status/1709724439657558285
Thu Oct 05 00:16:51 +0000 2023;1709724293351784943;"@nakula8888 @utamigoatmilk Aku dulu mainan telor asin mas.  Cuman tw sedikit tentang telor bebek nya.  Tp yg faham memang peternak nya.dia jago sortir nya";0;0;0;0;in;1411822112357031938;1709720263913320918;faridhcrb;https://twitter.com/faridhcrb/status/1709724293351784943
Thu Oct 05 00:16:48 +0000 2023;1709724282400498126;"Link UG Slot adalah agen situs slot Ultimate Gaming Resmi yang terpercaya sejak 2015 menyediakan layanan situs judi slot online dengan Winrate Tinggi. kumpulan slot ug https://t.co/CHkOV9U7uJ";0;0;0;0;in;1489019474636386308;1709724282400498126;TimRobi79160844;https://twitter.com/TimRobi79160844/status/1709724282400498126
Thu Oct 05 00:16:42 +0000 2023;1709724256790024327;"@_bangagoengDuA @susipudjiastuti sekedar info: gerebek seputaran Glodok mungkin bisa diredam itu judi online 🙏🏻";0;1;0;1;in;1603925615199293440;1709456106039500987;gibranabdullah_;https://twitter.com/gibranabdullah_/status/1709724256790024327
Thu Oct 05 00:15:48 +0000 2023;1709724031086137844;"Sudah seharusnya judi online dan pinjaman online di larang pemerintan karna dampak buruknya lebih banyak dari manfaat yang di hasilkan";0;0;0;0;in;1447198530863394821;1709724031086137844;Bagushnd;https://twitter.com/Bagushnd/status/1709724031086137844
Thu Oct 05 00:15:51 +0000 2023;1709724043937480850;"@IanPrihatmanto Br baca bio sampean d jogja yo.  Aku d bekasi mas. 😅";0;1;0;1;in;1411822112357031938;1709718389357175000;faridhcrb;https://twitter.com/faridhcrb/status/1709724043937480850
Thu Oct 05 00:16:01 +0000 2023;1709724085897371711;"@SekteAxis Lagian orang nge-gacha udah tau kalau uangnya gak bakal balik lagu dan berlipat ganda, gak kayak pemikiran org judi online yg halu dan bebal. Wwkwk";0;0;0;0;in;2893510092;1709709766333727083;marlfrq;https://twitter.com/marlfrq/status/1709724085897371711
Thu Oct 05 00:15:21 +0000 2023;1709723916388733321;"org org ini gimana, mereka bisa akses semua yg ilegal ilegal sponsornya siapa klo bukan judi online itu sih, mereka memfalitasi dan memberi akses untuk kalian bisa menikmati yang orang orang atas bisa nikmati jga, lu bisa terjun dibrowser akses apa aja itu siapa yg cuanin klo bkn";0;0;0;0;in;230612599;1709723916388733321;PenggunaPergi;https://twitter.com/PenggunaPergi/status/1709723916388733321
Thu Oct 05 00:15:05 +0000 2023;1709723851523756380;"@IanPrihatmanto Alhamdulillah ad yg bagi²  makanan kesukaan 😅  Bismillah semoga berkah jualan nya.  Amiin.";0;1;0;1;in;1411822112357031938;1709718389357175000;faridhcrb;https://twitter.com/faridhcrb/status/1709723851523756380
Thu Oct 05 00:14:09 +0000 2023;1709723613824164262;"Fakta menarik dr gambar d bawah 👇";0;0;0;0;in;1411822112357031938;1709723613824164262;faridhcrb;https://twitter.com/faridhcrb/status/1709723613824164262
Thu Oct 05 00:14:04 +0000 2023;1709723594819862857;"@SekteAxis Tujuan gacha player sultan emang tau duitnya mau dihabisi/spending money di hobi nya main game, untuk unlock content, yang juga gak bisa diuangkan lagi  Sedangkan, kalau judi online, motifnya untuk cari cuan (yang mana aneh sekali, dan impossible), dan jika menang bisa ditarik/WD";0;1;0;1;in;2893510092;1709709766333727083;marlfrq;https://twitter.com/marlfrq/status/1709723594819862857
Thu Oct 05 00:13:25 +0000 2023;1709723430822547787;"@nakula8888 @utamigoatmilk Nang nakula memahami perteluran jg. 👍";0;1;0;1;in;1411822112357031938;1709720263913320918;faridhcrb;https://twitter.com/faridhcrb/status/1709723430822547787
Thu Oct 05 00:12:09 +0000 2023;1709723111703150967;"Kumpulan Situs Mpo adalah agen situs slot yang telah terpercaya sejak 2017 menyediakan layanan situs judi slot online dengan kemenangan tinggi. situs mpo https://t.co/CNU4MTEJjm";0;0;0;0;in;1489019474636386308;1709723111703150967;TimRobi79160844;https://twitter.com/TimRobi79160844/status/1709723111703150967
Thu Oct 05 00:11:02 +0000 2023;1709722830953206020;"judi online itu pilihan, udah jelas* itu jurang.. masih aja lu terobos jangan salahin orang lain. udah dibikinin lagu juga sama bang rhoma, masih pada ngeyel.";0;0;0;0;in;889509288082677761;1709722830953206020;adnaryob;https://twitter.com/adnaryob/status/1709722830953206020
Thu Oct 05 00:10:34 +0000 2023;1709722712745120012;"@katrnaaa14 @AzzamIzzulhaq @susipudjiastuti Hahaha.. Mbak juga main judi online kan...?";0;1;0;0;in;1274656728;1709456106039500987;billi_balabala;https://twitter.com/billi_balabala/status/1709722712745120012
Thu Oct 05 00:10:20 +0000 2023;1709722655807471690;"@irwndfrry Republink Investor yg sering di prank investor udah ga bisa gerak &amp  cara mudah nyedot uang rakyat dgn cara judi online &amp  pinjol terkesan di biarkan. Modal 2024 itu gede fer, langkah bisnis para penyokong, bandar, bohir jng di hadanglah.  Agar negara ini tetep SILAU dan KEMILAU.";0;0;0;0;in;4886360449;1709667984422371479;tahucaplock;https://twitter.com/tahucaplock/status/1709722655807471690
Thu Oct 05 00:07:48 +0000 2023;1709722015014256992;"Memberangus judi online aja gak mampu rezim ini,malah dipuja puji,kalian sehat?";0;2;3;3;in;116673112;1709722015014256992;rahmatsn;https://twitter.com/rahmatsn/status/1709722015014256992
Thu Oct 05 00:07:40 +0000 2023;1709721983309558148;"mmg pantek judi online dibiarin, tiktok shop di tutup bego bego";0;0;0;0;in;1220750507804770306;1709721983309558148;mosouoroch1;https://twitter.com/mosouoroch1/status/1709721983309558148
Thu Oct 05 00:05:37 +0000 2023;1709721468857205111;"@irwndfrry Mas, mau nanya ini, "seandainya" itu judi online berhasil mewabah di Indonesia dan ekonomi negara hancur, apa efeknya sama kayak krismon?, Atau beda lagi?, Soalnya saya gak terlalu tahu ilmu ekonomi";0;0;0;0;in;1444850192084127744;1709667984422371479;shade7876;https://twitter.com/shade7876/status/1709721468857205111
Thu Oct 05 00:05:27 +0000 2023;1709721426570142169;"Ribut ribut masalah generasi belom kelar, ini lagi nambah satu perkara bapak bapak ngira minigame di genshin itu judi online, mana bebel lagi 😂😂";0;0;0;0;in;71701724;1709721426570142169;makanteratur;https://twitter.com/makanteratur/status/1709721426570142169
Thu Oct 05 00:03:54 +0000 2023;1709721034771874259;"@susipudjiastuti Operator seluler saja masih mengijinkan platform smsnya dipakai promo judi online.  Ini pengirim pakai nomor @Telkomsel kan? https://t.co/o9T138oB6K";0;0;0;0;in;14508092;1709456106039500987;MohArifWidarto;https://twitter.com/MohArifWidarto/status/1709721034771874259
Thu Oct 05 00:02:52 +0000 2023;1709720776239149078;"@venny_bp @pinaraci_om @parewaminang4 @patualanggaAsse @Amrizaldy511 @injomonito1 @himawansugeha95 @angky_mokoginta @PramukhtikoS @DarsAlexandra1 @ChangeOrg_ID Semangat tebar virus kebaikan 🙏🫡";0;0;0;2;in;1411822112357031938;1709705938146607390;faridhcrb;https://twitter.com/faridhcrb/status/1709720776239149078
